📺海外专用,#genre#
CCTV-6,https://www.freetv.top/migu/624878396.m3u8?migutoken=05977fcc53adaa03d2131b1a6a5dfc14b07785c64e91a791f186ce066db73724bc056f29b92f31cb03d5cb9fd5c3835c3ad2405b7d014a122439f60b77deb122c4c0ec9ce21df2bf8c1f9682bc
CCTV-6,http://goo.bkpcp.top/mg/cctv6
CCTV-6,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv6
CCTV-7,http://hg.130707.xyz/6000000001000009055/wasusyt/index.m3u8
CCTV-7,http://hg.130707.xyz/1000000001000024341/ystenlive/index.m3u8
CCTV-7,http://hg.130707.xyz/5000000011000031104/bestzb/index.m3u8
CCTV-7,http://hg.130707.xyz/1000000005000265007/ystenlive/index.m3u8
CCTV-7,http://hg.130707.xyz/1000000001000017218/ystenlive/index.m3u8
CCTV-7,http://hg.130707.xyz/5000000005000026715/bestzb/index.m3u8
CCTV-7,https://www.freetv.top/migu/673168121.m3u8?migutoken=5899ec727fcddefe59ce1990ff05593078ebcf6e9bd02ab90240a1335f7c0125e85ab0a837cf656bfc1908f5c0e79e55664c567e47472aa21d641b620bfe8967ee9602af15248715bdd3d16c49
CCTV-7,http://goo.bkpcp.top/mg/cctv7
CCTV-7,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv7
CCTV-7,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv7
CCTV-8,http://hg.130707.xyz/6000000001000001070/wasusyt/index.m3u8
CCTV-8,http://hg.130707.xyz/1000000001000031433/ystenlive/index.m3u8
CCTV-8,http://hg.130707.xyz/5000000004000008888/bestzb/index.m3u8
CCTV-8,http://hg.130707.xyz/1000000005000265008/ystenlive/index.m3u8
CCTV-8,http://hg.130707.xyz/5000000010000018377/bestzb/index.m3u8
CCTV-8,http://hg.130707.xyz/1000000001000003736/ystenlive/index.m3u8
CCTV-8,https://www.freetv.top/migu/624878356.m3u8?migutoken=0397bfbff678437aad3b96f01a10fc94a32c1d5f785f0aae771bbec513eab7d5d0a5b86a19a16e934a72955734aadf3d208374e8f198dbf22fe7c121e228570103296835681270331b6f2154d0
CCTV-8,http://goo.bkpcp.top/mg/cctv8
CCTV-8,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv8
CCTV-8,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv8
CCTV-9,http://hg.130707.xyz/6000000001000032162/wasusyt/index.m3u8
CCTV-9,http://hg.130707.xyz/1000000001000014583/ystenlive/index.m3u8
CCTV-9,http://hg.130707.xyz/1000000005000265009/ystenlive/index.m3u8
CCTV-9,http://hg.130707.xyz/5000000010000018384/bestzb/index.m3u8
CCTV-9,http://hg.130707.xyz/1000000001000028286/ystenlive/index.m3u8
CCTV-9,https://www.freetv.top/migu/673168140.m3u8?migutoken=c24abb8ec65c929b823ef98372f8e7dbc3bb1aabf0f529d442f4fed370d6f230ada56a1afda64a84fe21d158c2fdaa7cef5677ef25ee3540fd485d005c21294e387d62966fee56d3343a67ee9b
CCTV-9,http://goo.bkpcp.top/mg/cctv9
CCTV-9,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv9
CCTV-9,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv9
CCTV-10,http://hg.130707.xyz/5000000004000012827/bestzb/index.m3u8
CCTV-10,http://hg.130707.xyz/6000000001000031506/wasusyt/index.m3u8
CCTV-10,http://hg.130707.xyz/1000000001000023734/ystenlive/index.m3u8
CCTV-10,http://hg.130707.xyz/1000000005000265010/ystenlive/index.m3u8
CCTV-10,http://hg.130707.xyz/5000000010000016738/bestzb/index.m3u8
CCTV-10,http://hg.130707.xyz/1000000001000026367/ystenlive/index.m3u8
CCTV-10,https://www.freetv.top/migu/624878405.m3u8?migutoken=b0722559ce1244563db72c145ad8654e75fdb3bd1832c68856ca3553e4193816d7c106c19c8ca8b12eef6d9002faf826e869621cc580d52fbd1aa072af1e6e7707eeabb2d57ccf85eeb73de562
CCTV-10,http://goo.bkpcp.top/mg/cctv10
CCTV-10,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv10
CCTV-11,http://hg.130707.xyz/5000000011000031106/bestzb/index.m3u8
CCTV-11,http://hg.130707.xyz/1000000005000265011/ystenlive/index.m3u8
CCTV-11,http://hg.130707.xyz/5000000006000040011/bestzb/index.m3u8
CCTV-11,http://hg.130707.xyz/1000000002000019789/ystenlive/index.m3u8
CCTV-11,https://www.freetv.top/migu/667987558.m3u8?migutoken=bb985b1dff189b29679b15b4ee4f9519caafcf0c5d94db2a235a021ca6c886ffd05656b7a452b15b4d24b311db1cd8983924ad9fa7dd34726f557c1d2b2f3addd807df23ca7d980f6381efbb89
CCTV-11,http://goo.bkpcp.top/mg/cctv11
CCTV-11,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv11
CCTV-11,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv11
CCTV-12,http://hg.130707.xyz/6000000001000022586/wasusyt/index.m3u8
CCTV-12,http://hg.130707.xyz/1000000001000032494/ystenlive/index.m3u8
CCTV-12,http://hg.130707.xyz/5000000011000031107/bestzb/index.m3u8
CCTV-12,http://hg.130707.xyz/1000000005000265012/ystenlive/index.m3u8
CCTV-12,http://hg.130707.xyz/1000000001000001640/ystenlive/index.m3u8
CCTV-12,http://hg.130707.xyz/5000000006000040012/bestzb/index.m3u8
CCTV-12,https://www.freetv.top/migu/673168185.m3u8?migutoken=0ff2629ca23e563e2dfba2f8d400c4bfee992aad7cccdd96f9b9fd49934fac793cb10e7aa8b40edb8f8d1c9d275b241cf81a441d480f44d94df93ec40d84368641faa4dc00d907a2d3a46ac259
CCTV-12,http://goo.bkpcp.top/mg/cctv12
CCTV-12,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv12
CCTV-13,http://hg.130707.xyz/5000000011000031108/bestzb/index.m3u8
CCTV-13,http://hg.130707.xyz/5000000005000001827/bestzb/index.m3u8
CCTV-13,http://hg.130707.xyz/1000000002000021303/ystenlive/index.m3u8
CCTV-13,https://www.freetv.top/migu/608807423.m3u8?migutoken=d1aeb2a4b7edcafd908eaa8a385b7b63a68acb1551f2586b86ef0de82a43e488bd3e900b1b4a39baa6761aec5799c821a4d020dcc47ed939d90c5361191815d4a0c8c7fccf8f8eac6783a438c9
CCTV-13,http://goo.bkpcp.top/mg/cctv13
CCTV-13,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv13
CCTV-13,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv13
CCTV-14,http://hg.130707.xyz/5000000004000006673/bestzb/index.m3u8
CCTV-14,http://hg.130707.xyz/6000000001000013647/wasusyt/index.m3u8
CCTV-14,http://hg.130707.xyz/1000000001000008170/ystenlive/index.m3u8
CCTV-14,http://hg.130707.xyz/1000000005000265013/ystenlive/index.m3u8
CCTV-14,http://hg.130707.xyz/5000000010000023358/bestzb/index.m3u8
CCTV-14,http://hg.130707.xyz/1000000001000021349/ystenlive/index.m3u8
CCTV-14,https://www.freetv.top/migu/624878440.m3u8?migutoken=5fcb9ea14da228dfcbdcacb6ad1593fa6ce6e35a4dc3b7f113757bc206e9c1c96a9e3e4e544e132a71db20d0c923d4a82caff23ee91ecc0dfd305119f59323164249005ecbd87c3368543cebed
CCTV-14,http://goo.bkpcp.top/mg/cctv14
CCTV-14,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv14
CCTV-14,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv14
CCTV-15,http://hg.130707.xyz/5000000011000031109/bestzb/index.m3u8
CCTV-15,http://hg.130707.xyz/1000000005000265014/ystenlive/index.m3u8
CCTV-15,http://hg.130707.xyz/1000000002000008163/ystenlive/index.m3u8
CCTV-15,https://www.freetv.top/migu/673168223.m3u8?migutoken=a57348c69eb925f66abece7194b8ea1388d7f5d869dfbdbdf7f8e03ea9fff447eb89cfedb619cee9d9bd6f5208b60020fe104df4dd45556b85d8350078650be1195cb77f98555af8b07510c1a8
CCTV-15,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000512
CCTV-15,http://goo.bkpcp.top/mg/cctv15
CCTV-15,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv15
CCTV-15,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv15
CCTV-16,http://hg.130707.xyz/1000000006000233002/ystenlive/index.m3u8
CCTV-16,http://hg.130707.xyz/5000000008000023253/bestzb/index.m3u8
CCTV-16,http://hg.130707.xyz/1000000006000233001/ystenlive/index.m3u8
CCTV-16,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv16
CCTV-17,http://hg.130707.xyz/1000000006000268004/ystenlive/index.m3u8
CCTV-17,http://hg.130707.xyz/1000000005000265015/ystenlive/index.m3u8
CCTV-17,http://hg.130707.xyz/1000000005000056836/ystenlive/index.m3u8
CCTV-17,https://www.freetv.top/migu/673168256.m3u8?migutoken=5c1b678a695dfbc99300da03fcece3f48c32758121033fe0e58520cde8979978f6ef5b6d8c3ec167b12a80b9c1261ea21828dc178ce1274a3e265dba0f81e07df35bc4a37a308d837a7b137fa2
CCTV-17,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000513
CCTV-17,http://goo.bkpcp.top/mg/cctv17
CCTV-17,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv17
CCTV-17,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv17
广东卫视,http://hg.130707.xyz/5000000004000014694/bestzb/index.m3u8
广东卫视,http://hg.130707.xyz/6000000001000031076/wasusyt/index.m3u8
广东卫视,http://hg.130707.xyz/1000000001000014176/ystenlive/index.m3u8
广东卫视,http://hg.130707.xyz/1000000005000265034/ystenlive/index.m3u8
广东卫视,http://hg.130707.xyz/5000000010000030417/bestzb/index.m3u8
广东卫视,http://hg.130707.xyz/1000000001000028357/ystenlive/index.m3u8
广东卫视,https://www.freetv.top/migu/608831231.m3u8?migutoken=759ad84a64b8afc2ff47b7da178800925362fa99c1ef461b4aa31acc9e261018c801274bab8ca76b10e248e2f916257d0c2218656f3f77368ab3590d83d9b121352ead249c39aee9f1ab3b2ebb
广东卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226248
湖北卫视,http://hg.130707.xyz/6000000001000015436/wasusyt/index.m3u8
湖北卫视,http://hg.130707.xyz/1000000001000024621/ystenlive/index.m3u8
湖北卫视,http://hg.130707.xyz/5000000004000014954/bestzb/index.m3u8
湖北卫视,http://hg.130707.xyz/1000000005000265023/ystenlive/index.m3u8
湖北卫视,http://hg.130707.xyz/5000000010000022140/bestzb/index.m3u8
湖北卫视,http://hg.130707.xyz/1000000001000010355/ystenlive/index.m3u8
湖北卫视,https://www.freetv.top/migu/947472496.m3u8?migutoken=695853c69b33ab667e2112715d19fb83fdbca4164bf37f92483724d8dca63259f306b70c50de20f0ca9fbbe5f010a0588ad05b4a58bb21691b163fc52e6eb1c242bac74e2dd4d560c5c87285be
湖北卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226477
湖北卫视,http://goo.bkpcp.top/mg/hubws
东方卫视,https://www.freetv.top/migu/651632648.m3u8?migutoken=bcf041dcbd67e36091994eb4038c72d7f5051a8caa802e7698202e30f17b0b734d14f1ae4936140b3388d407d5206dd6da92fca5cab85cb21d6b2b40ecc13bfc89f842c7a9634631933686be55
东方卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226345
东方卫视,http://goo.bkpcp.top/mg/dfws
江苏卫视,http://hg.130707.xyz/6000000001000014861/wasusyt/index.m3u8
江苏卫视,http://hg.130707.xyz/1000000001000001828/ystenlive/index.m3u8
江苏卫视,http://hg.130707.xyz/5000000004000019351/bestzb/index.m3u8
江苏卫视,http://hg.130707.xyz/1000000005000265030/ystenlive/index.m3u8
江苏卫视,http://hg.130707.xyz/5000000010000018509/bestzb/index.m3u8
江苏卫视,http://hg.130707.xyz/1000000001000004684/ystenlive/index.m3u8
江苏卫视,https://www.freetv.top/migu/623899368.m3u8?migutoken=f34d70c5bf040020fb8cc922e9977a4097690541c69e26fe7b99b6adcdf8e564439b16d31af560271c0420b0bf3db39ed2a0578b42291e800a0f7674b8449da7585dcb6c7c32da004935d4dfe2
江苏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226310
江苏卫视,http://goo.bkpcp.top/mg/jsws
江苏卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=jsws
江西卫视,http://hg.130707.xyz/1000000006000268001/ystenlive/index.m3u8
江西卫视,http://hg.130707.xyz/5000000004000011210/bestzb/index.m3u8
江西卫视,http://hg.130707.xyz/1000000005000265032/ystenlive/index.m3u8
江西卫视,http://hg.130707.xyz/5000000001000032154/bestzb/index.m3u8
江西卫视,http://hg.130707.xyz/1000000001000013731/ystenlive/index.m3u8
江西卫视,https://www.freetv.top/migu/783847495.m3u8?migutoken=ed974884751f5cb41001d1f428b1cbb71d01e48f97aad92986e3f103bb7cb4a317a685934a84537a940302cd364764347544619ee508bfbaf70f25256d9b75709fd17f8197c76fe6e07a95bd02
江西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226344
江西卫视,http://goo.bkpcp.top/mg/jxws
陕西卫视,http://hg.130707.xyz/1000000002000007495/ystenlive/index.m3u8
陕西卫视,http://hg.130707.xyz/5000000006000040017/bestzb/index.m3u8
陕西卫视,https://www.freetv.top/migu/738910838.m3u8?migutoken=1343bcceb3e15b805aaf13ec5edd9c7db1c881b21a2f125217aa888aa4aca26e5bc787b94fc555880d5ecc96b76dec139a59bd280fe7f52525d712fab873a49ae4cb55c99dd0c4cde4cda2a949
陕西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225625
陕西卫视,http://goo.bkpcp.top/mg/sxws
七彩戏剧,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=qcxj
东方影视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=dfys
CHC家庭影院,https://www.freetv.top/migu/644368373.m3u8?migutoken=37a5212d838b3bfa78e8add96d4bfeb2b51990ece0e0227680ce03f270bc71c0ec83097953fc57bd2eefd25de7399615e5314799c22a330a4e6084c162d6a161b9d4707122054934a70bac790a
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=4e0c0edd154fdc5429333970e93eef61bbb9613df62cc38e640e8b382b0644ba785fef48c5bd70ee95b0e860bb86f4741cafe5109896ca266fba0151230284f5d76e4d9a42521a66e9520e721d
CHC动作电影,http://goo.bkpcp.top/mg/chcdz
劲爆体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=2ce19e942d2a15406f443e4762a7fffff35b93bbab142b6a205ab9987b2394bcc6c81ecdbc937bf087ff41310bb65ca49659ed8999b808cd8b51eff46abfd44df3fe4396748202a232c4c8abea
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=ec9278aec4bdd80091be1dba5ca08bf6748432b85c2bc57f13eff8016d2b6f6d12700cea9489aea1dda5eb728a21fd3d83c43b9c8bd0f835adaf43786f4bcc7301e6d4fabca39931adb65c923c
游戏风云,https://www.freetv.top/migu/790188417.m3u8?migutoken=f874cab9951a5896f1dc0f108c488a10ed377c47f968c6f886d4f0a0b1aa307139ef278a4be458a76f071741ca310a0f02a4d50add66f04b08c57a4fbcccdde0eca8d59301f38fb7aa2812f30b
游戏风云,http://goo.bkpcp.top/mg/yxfy
游戏风云,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=yxfy
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
VIUTV,https://live.hkdvb.com/hls/live/99.m3u8?token=809688637328974
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
HOY TV,https://live.hkdvb.com/hls/live/77.m3u8?token=809688637328974
美亚电影,https://live.hkdvb.com/hls/live/201.m3u8?token=809688637328974
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
美亚电影,http://ku9.fr.to/smt.php?id=meiyamovie_twn
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
广东珠江,http://hg.130707.xyz/2000000003000000033/hnbblive/index.m3u8
广东珠江,http://hg.130707.xyz/1000000004000011655/ystenlive/index.m3u8
广东珠江,http://120.77.205.62:8087/rtp/239.77.0.1:5146
广东体育,https://live.hkdvb.com/hls/live/503.m3u8?token=809688637328974
广东体育,http://120.77.205.62:8087/rtp/239.77.0.112:5146
广东体育,http://120.77.205.62:8087/rtp/239.77.0.168:5146
广东体育,http://120.77.205.62:8087/rtp/239.77.1.97:5146
龙华戏剧,http://ku9.fr.to/smt.php?id=lunghuaxiju_twn
澳视澳门,https://live.hkdvb.com/hls/live/403.m3u8?token=809688637328974
Pearl 明珠台,https://live.hkdvb.com/hls/live/84.m3u8?token=809688637328974
HOYTV资讯台,https://live.hkdvb.com/hls/live/78.m3u8?token=809688637328974
Viu TV,https://live.hkdvb.com/hls/live/99.m3u8?token=809688637328974
Viu TV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
中天新闻,http://cdn.iptv8k.top/dl/jspd.php?id=1
台视新闻,http://ku9.fr.to/smt.php?id=ttvnews_twn

📺央视频道,#genre#
CCTV-1,http://hg.130707.xyz/6000000001000029752/wasusyt/index.m3u8
CCTV-1,http://hg.130707.xyz/1000000001000018602/ystenlive/index.m3u8
CCTV-1,http://hg.130707.xyz/5000000004000002226/bestzb/index.m3u8
CCTV-1,http://hg.130707.xyz/1000000005000265001/ystenlive/index.m3u8
CCTV-1,http://hg.130707.xyz/5000000010000030810/bestzb/index.m3u8
CCTV-1,http://hg.130707.xyz/1000000001000021973/ystenlive/index.m3u8
CCTV-1,https://www.freetv.top/migu/608807420.m3u8?migutoken=cbd9bb3759d38d3652974302229310a81d838e2aaad92158f4e0c3a3c25bc89904b11283fd79ac8717e67e9e55fc070fe39bc80f3a7b9b3ac6f75dd65808286167f7abb5bd02ff5d1a6f96f712
CCTV-1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV-1,http://goo.bkpcp.top/mg/cctv1
CCTV-1,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv1
CCTV-2,http://hg.130707.xyz/6000000001000014161/wasusyt/index.m3u8
CCTV-2,http://hg.130707.xyz/1000000001000023315/ystenlive/index.m3u8
CCTV-2,http://hg.130707.xyz/5000000011000031101/bestzb/index.m3u8
CCTV-2,http://hg.130707.xyz/1000000005000265002/ystenlive/index.m3u8
CCTV-2,http://hg.130707.xyz/1000000001000012442/ystenlive/index.m3u8
CCTV-2,https://www.freetv.top/migu/631780532.m3u8?migutoken=67bd49238c0c7ffc5cf26f0de296efea1198688f4fc2f900a0af7c9b06c08b8f07ef33b670dc3c9b4aeb7296212181cf5a2ac95f349f973b0659fc3ea1a6c32cdc07badf1011d068511ee5d575
CCTV-2,http://goo.bkpcp.top/mg/cctv2
CCTV-2,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv2
CCTV-2,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv2
CCTV-3,http://hg.130707.xyz/6000000001000022313/wasusyt/index.m3u8
CCTV-3,http://hg.130707.xyz/1000000001000013682/ystenlive/index.m3u8
CCTV-3,http://hg.130707.xyz/5000000004000008883/bestzb/index.m3u8
CCTV-3,http://hg.130707.xyz/1000000005000265003/ystenlive/index.m3u8
CCTV-3,http://hg.130707.xyz/5000000002000020548/bestzb/index.m3u8
CCTV-3,http://hg.130707.xyz/1000000001000011218/ystenlive/index.m3u8
CCTV-3,https://www.freetv.top/migu/624878271.m3u8?migutoken=ab33b04d2f873c3cb79a432e8b7a1c5706f71515980f7fa2fc830e3a237feef296ee6c66b8334447aeb9877860a3c2aab4a3af500dab26fd70fb0881b5ad13dee7bc648835c85ac1025da40409
CCTV-3,http://goo.bkpcp.top/mg/cctv3
CCTV-3,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv3
CCTV-3,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv3
CCTV-4,http://hg.130707.xyz/5000000011000031102/bestzb/index.m3u8
CCTV-4,http://hg.130707.xyz/1000000005000265004/ystenlive/index.m3u8
CCTV-4,http://hg.130707.xyz/1000000002000031664/ystenlive/index.m3u8
CCTV-4,http://hg.130707.xyz/5000000005000030093/bestzb/index.m3u8
